DATE TIME OPEN HIGH LOW CLOSE VOL
221116 170000 1162.5200000 1163.7500000 1159.0000000 1161.1000000 35100036
221116 180000 1161.2900000 1163.5900000 1160.4800000 1163.5900000 25938506
221117 100000 1162.3000000 1164.7500000 1159.4100000 1162.0200000 87932131
221117 110000 1162.0100000 1163.6200000 1159.1600000 1162.3900000 47787105
221117 120000 1162.3500000 1163.2600000 1160.2200000 1162.8200000 28916404
221117 130000 1162.8800000 1163.0900000 1156.5700000 1157.1800000 63518295
221117 140000 1157.2400000 1158.4100000 1155.0300000 1156.3500000 31810604
221117 150000 1156.2900000 1157.5800000 1155.0100000 1155.2800000 25176477
221117 160000 1155.1900000 1155.5300000 1148.6400000 1148.8400000 49418720
221117 170000 1148.8400000 1153.1700000 1146.9500000 1150.5400000 44545182
221117 180000 1150.4000000 1152.8000000 1149.6400000 1151.5600000 19869739
221118 100000 1149.4500000 1153.4300000 1147.0300000 1151.5700000 57870250
221118 110000 1151.7800000 1152.6400000 1145.5800000 1146.1100000 47761879
221118 120000 1146.0100000 1147.5800000 1144.4800000 1145.3800000 36462512
221118 130000 1145.4500000 1146.4700000 1143.2700000 1144.6600000 37420203
221118 140000 1144.6900000 1149.8300000 1144.5100000 1149.1800000 31938645
221118 150000 1149.1400000 1149.1600000 1145.4700000 1145.9600000 17518720
221118 160000 1146.0100000 1146.6500000 1141.4000000 1141.5600000 21874036
221118 170000 1141.5300000 1147.8600000 1140.1900000 1145.6700000 39115364
221118 180000 1145.7400000 1147.0300000 1143.4800000 1147.0300000 26093974
221121 100000 1145.3500000 1145.3500000 1129.4400000 1130.2100000 89484606
221121 110000 1130.0900000 1130.3000000 1124.8200000 1124.8200000 108669451
221121 120000 1124.8000000 1129.1900000 1123.2300000 1126.9700000 68876586
221121 130000 1127.0200000 1128.4100000 1124.6900000 1126.1100000 34714848
221121 140000 1126.0800000 1127.4600000 1123.1800000 1124.7600000 29271797
221121 150000 1124.7100000 1126.0400000 1123.7100000 1125.5400000 24539506
221121 160000 1125.5900000 1130.3000000 1125.2400000 1127.9400000 42076858
